time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,Time Executed,pm2.5_10minute_a,pm2.5_10minute_b,PM2.5_Diff,PM2.5_RelDiff,PM2.5_JumpA,PM2.5_JumpB,PM2.5_JumpRelDiff,PM2.5 QA Flag,PM2.5 Uncorrected Avg,humidity_a,humidity_b,RH_Diff,RH_JumpA,RH_JumpB,RH_JumpDiff,RH QA Flag,RH Avg,PM2.5 Corrected
08-15-2022 00:01:05,08-02-2022 16:49:54,151708,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.192043,-71.54158,291,93,94,08-15-2022 00:01:03,7.9,7.6,0.3,4.0,0,0,0,T,,42,41,1.0,0,0,0.0,Passed,41.5,
08-15-2022 00:01:05,08-14-2022 23:59:29,143456,Junder22,PA-II,7.00,43.08963,-71.50244,619,69,0,08-15-2022 00:01:03,3.5,4.1,0.6,16.0,0,0,0,Passed,3.8,56,0,56.0,0,0,0.0,RHZB,56,0.56
08-15-2022 00:01:05,08-13-2022 08:01:09,151702,NHDES_katerr,PA-II-SD,7.00,43.11861,-71.61618,885,0,0,08-15-2022 00:01:03,2.0,2.1,0.1,5.0,0,0,0,T,,0,0,0.0,0,0,0.0,RHZAB,,
08-15-2022 00:01:06,08-14-2022 23:59:20,151700,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.19211,-71.54146,286,68,0,08-15-2022 00:01:03,1.5,2.1,0.6,33.0,0,0,0,Passed,1.8,59,0,59.0,0,0,0.0,RHZB,59,-0.87
08-15-2022 00:01:06,08-15-2022 00:00:07,135984,NH7,PA-II-SD,7.00,43.565853,-71.49613,708,64,0,08-15-2022 00:01:03,5.8,6.0,0.2,3.0,0,0,0,Passed,5.9,85,0,85.0,0,0,0.0,RHZB,85,-0.19
08-15-2022 00:01:06,08-07-2022 09:28:29,151712,NHDES Max,PA-II-SD,7.00,43.289764,-71.56426,370,86,0,08-15-2022 00:01:03,14.0,13.2,0.8,6.0,0,0,0,T,,59,0,59.0,0,0,0.0,RHZB,59,
08-15-2022 00:01:06,08-14-2022 23:59:23,151710,NH2,PA-II-SD,7.00,43.132477,-71.458374,230,65,0,08-15-2022 00:01:03,6.5,5.1,1.4,24.0,0,0,0,Passed,5.8,62,0,62.0,0,0,0.0,RHZB,62,1.36
08-15-2022 00:01:07,08-14-2022 23:58:22,151706,MChase_ParkPl,PA-II-SD,7.00,43.00408,-71.17704,194,66,0,08-15-2022 00:01:03,3.6,0.0,3.6,200.0,0,0,0,ZB,,60,0,60.0,0,0,0.0,RHZB,60,
08-15-2022 00:01:07,08-14-2022 23:58:55,12212,KSC 04,PA-II,7.00,42.93053,-72.27235,476,68,0,08-15-2022 00:01:03,4.2,3.5,0.7,18.0,0,0,0,Passed,3.85,60,0,60.0,0,0,0.0,RHZB,60,0.31
08-15-2022 00:01:07,07-27-2022 09:02:30,12178,KSC 15,PA-II,7.00,42.899563,-71.46465,301,85,0,08-15-2022 00:01:03,3.8,3.1,0.7,20.0,0,0,0,T,,35,0,35.0,0,0,0.0,RHZB,35,
08-15-2022 00:01:07,08-14-2022 23:59:14,75981,Team Woofy,PA-II,7.00,42.97,-71.06,136,71,0,08-15-2022 00:01:03,3.4,3.3,0.1,3.0,0,0,0,Passed,3.35,49,0,49.0,0,0,0.0,RHZB,49,0.77
08-15-2022 00:01:07,08-15-2022 00:00:06,115703,"Waterville Valley, NH",PA-II,7.00,43.953625,-71.50886,1493,61,0,08-15-2022 00:01:03,0.0,201.0,201.0,200.0,0,0,0,ZA,,63,0,63.0,0,0,0.0,RHZB,63,
08-15-2022 00:01:08,08-14-2022 23:59:17,12050,Franconia,PA-II,7.00,44.220573,-71.732315,999,66,0,08-15-2022 00:01:03,10.9,11.1,0.2,2.0,0,0,0,Passed,11.0,53,0,53.0,0,0,0.0,RHZB,53,5.16
08-15-2022 00:01:08,08-14-2022 23:59:33,23443,KNHPLAIN15,PA-II,7.00,43.55614,-72.37099,523,64,0,08-15-2022 00:01:03,3.5,3.0,0.5,15.0,0,0,0,Passed,3.25,61,0,61.0,0,0,0.0,RHZB,61,-0.13
08-15-2022 00:01:08,08-14-2022 23:59:29,58135,NNF,PA-II,7.00,42.883873,-71.972916,808,60,0,08-15-2022 00:01:03,3.4,2.7,0.7,23.0,0,0,0,Passed,3.05,65,0,65.0,0,0,0.0,RHZB,65,-0.53
08-15-2022 00:01:13,08-14-2022 23:59:17,148555,Londonderry,PA-II-FLEX,7.00,42.90495,-71.386765,363,0,0,08-15-2022 00:01:03,2.2,3.2,1.0,37.0,0,0,0,Passed,2.7,0,0,0.0,0,0,0.0,RHZAB,,
08-15-2022 00:01:13,08-14-2022 23:58:33,146644,Jones Ave,PA-II-FLEX,7.00,43.06015,-70.75893,35,65,66,08-15-2022 00:01:03,4.2,3.2,1.0,27.0,0,0,0,Passed,3.7,65,69,4.0,0,0,0.0,Passed,67.0,-0.27
08-15-2022 00:01:13,10-17-2019 06:48:09,12188,KSC 16 Old,PA-II,4.11,42.92705,-72.27961,475,95,0,08-15-2022 00:01:03,0.0,0.0,0.0,0,0,0,0,T,,77,0,77.0,0,0,0.0,RHZB,77,
08-15-2022 00:01:14,08-14-2022 23:59:28,1224,KSC 17,PA-II,6.06a,42.938034,-72.2593,792,68,0,08-15-2022 00:01:03,2.8,0.0,2.8,200.0,0,0,0,ZB,,70,0,70.0,0,0,0.0,RHZB,70,
08-15-2022 00:01:14,08-15-2022 00:00:43,1202,KSC 19,PA-II,6.06a,42.936554,-72.27102,488,0,0,08-15-2022 00:01:03,3.8,3.6,0.2,5.0,0,0,0,Passed,3.7,0,0,0.0,0,0,0.0,RHZAB,,
08-15-2022 00:01:14,02-20-2022 01:55:14,25985,KSC 20,PA-II,6.01,42.927326,-72.27998,477,78,0,08-15-2022 00:01:03,1.1,1.0,0.1,10.0,0,0,0,T,,22,0,22.0,0,0,0.0,RHZB,22,
08-15-2022 00:11:05,08-02-2022 16:49:54,151708,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.192043,-71.54158,291,93,94,08-15-2022 00:11:03,7.9,7.6,0.3,4.0,0.0,0.0,0,T,,42,41,1.0,0.0,0.0,0.0,Passed,41.5,
08-15-2022 00:11:05,08-15-2022 00:09:29,143456,Junder22,PA-II,7.00,43.08963,-71.50244,619,69,0,08-15-2022 00:11:03,3.4,4.0,0.6,16.0,0.1,0.1,0.0,Passed,3.7,57,0,57.0,1.0,0,1.0,RHZB,57,0.43
08-15-2022 00:11:06,08-13-2022 08:01:09,151702,NHDES_katerr,PA-II-SD,7.00,43.11861,-71.61618,885,0,0,08-15-2022 00:11:03,2.0,2.1,0.1,5.0,0.0,0.0,0,T,,0,0,0.0,0,0,0.0,RHZAB,,
08-15-2022 00:11:06,08-15-2022 00:09:20,151700,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.19211,-71.54146,286,67,0,08-15-2022 00:11:03,1.5,2.2,0.7,38.0,0.0,0.1,200.0,Passed,1.85,59,0,59.0,0.0,0,0.0,RHZB,59,-0.84
08-15-2022 00:11:06,08-15-2022 00:10:07,135984,NH7,PA-II-SD,7.00,43.565853,-71.49613,708,63,0,08-15-2022 00:11:03,6.0,6.0,0.0,0.0,0.2,0.0,200.0,Passed,6.0,85,0,85.0,0.0,0,0.0,RHZB,85,-0.13
