time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,Time Executed,pm2.5_10minute_a,pm2.5_10minute_b,PM2.5_Diff,PM2.5_RelDiff,PM2.5_JumpA,PM2.5_JumpB,PM2.5_JumpRelDiff,PM2.5 QA Flag,PM2.5 Uncorrected Avg,humidity_a,humidity_b,RH_Diff,RH_JumpA,RH_JumpB,RH_JumpDiff,RH QA Flag,RH Avg,PM2.5 Corrected
08-11-2022 00:01:03,08-02-2022 16:49:54,151708,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.192043,-71.54158,291,93,94,08-11-2022 00:01:02,7.9,7.6,0.3,4.0,0,0,0,T,,42,41,1.0,0,0,0.0,Passed,41.5,
08-11-2022 00:01:03,08-10-2022 23:58:34,143456,Junder22,PA-II,7.00,43.08963,-71.50244,619,72,0,08-11-2022 00:01:02,4.4,4.8,0.4,9.0,0,0,0,Passed,4.6,66,0,66.0,0,0,0.0,RHZB,66,0.35
08-11-2022 00:01:04,08-10-2022 23:58:51,151702,NHDES_katerr,PA-II-SD,7.00,43.11861,-71.61618,885,0,0,08-11-2022 00:01:02,3.3,3.2,0.1,3.0,0,0,0,Passed,3.25,0,0,0.0,0,0,0.0,RHZAB,,
08-11-2022 00:01:04,08-10-2022 23:58:41,151700,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.19211,-71.54146,286,73,0,08-11-2022 00:01:02,3.4,3.9,0.5,14.0,0,0,0,Passed,3.65,63,0,63.0,0,0,0.0,RHZB,63,-0.02
08-11-2022 00:01:04,08-10-2022 23:59:16,135984,NH7,PA-II-SD,7.00,43.565853,-71.49613,708,67,0,08-11-2022 00:01:02,5.8,4.8,1.0,19.0,0,0,0,Passed,5.3,99,0,99.0,0,0,0.0,RHZB,99,-1.54
08-11-2022 00:01:04,08-07-2022 09:28:29,151712,NHDES Max,PA-II-SD,7.00,43.289764,-71.56426,370,86,0,08-11-2022 00:01:02,14.0,13.2,0.8,6.0,0,0,0,T,,59,0,59.0,0,0,0.0,RHZB,59,
08-11-2022 00:01:05,08-10-2022 23:58:14,151710,NH2,PA-II-SD,7.00,43.132477,-71.458374,230,72,0,08-11-2022 00:01:02,4.8,3.2,1.6,40.0,0,0,0,Passed,4.0,61,0,61.0,0,0,0.0,RHZB,61,0.33
08-11-2022 00:01:05,08-10-2022 23:59:49,151706,MChase_ParkPl,PA-II-SD,7.00,43.00408,-71.17704,194,72,0,08-11-2022 00:01:02,1.2,0.0,1.2,200.0,0,0,0,ZB,,64,0,64.0,0,0,0.0,RHZB,64,
08-11-2022 00:01:05,08-10-2022 23:59:20,12212,KSC 04,PA-II,7.00,42.93053,-72.27235,476,78,0,08-11-2022 00:01:02,2.7,2.3,0.4,16.0,0,0,0,Passed,2.5,72,0,72.0,0,0,0.0,RHZB,72,-1.36
08-11-2022 00:01:05,07-27-2022 09:02:30,12178,KSC 15,PA-II,7.00,42.899563,-71.46465,301,85,0,08-11-2022 00:01:02,3.8,3.1,0.7,20.0,0,0,0,T,,35,0,35.0,0,0,0.0,RHZB,35,
