time_stamp,last_seen,sensor_index,name,model,firmware_version,latitude,longitude,altitude,temperature_a,temperature_b,Time Executed,pm2.5_10minute_a,pm2.5_10minute_b,PM2.5_Diff,PM2.5_RelDiff,PM2.5_JumpA,PM2.5_JumpB,PM2.5_JumpRelDiff,PM2.5 QA Flag,PM2.5 Uncorrected Avg,humidity_a,humidity_b,RH_Diff,RH_JumpA,RH_JumpB,RH_JumpDiff,RH QA Flag,RH Avg,PM2.5 Corrected
08-09-2022 00:01:03,08-02-2022 16:49:54,151708,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.192043,-71.54158,291,93,94,08-09-2022 00:01:02,7.9,7.6,0.3,4.0,0,0,0.0,T,,42,41,1.0,0,0,0.0,Passed,41.5,
08-09-2022 00:01:03,08-09-2022 00:00:08,143456,Junder22,PA-II,7.00,43.08963,-71.50244,619,80,0,08-09-2022 00:01:02,7.7,8.5,0.8,-10.0,0,0,0.0,Passed,8.1,76,0,76.0,0,0,0.0,RHZB,76,1.78
08-09-2022 00:01:03,08-08-2022 23:58:31,151702,NHDES_katerr,PA-II-SD,7.00,43.11861,-71.61618,885,0,0,08-09-2022 00:01:02,7.4,7.3,0.1,1.0,0,0,0.0,Passed,7.35,0,0,0.0,0,0,0.0,RHZAB,,
08-09-2022 00:01:03,08-08-2022 23:58:23,151700,"12 Noyes Street, Concord, NH",PA-II-SD,7.00,43.19211,-71.54146,286,81,0,08-09-2022 00:01:02,5.8,6.8,1.0,-16.0,0,0,0.0,Passed,6.3,75,0,75.0,0,0,0.0,RHZB,75,0.75
08-09-2022 00:01:04,08-08-2022 23:58:50,135984,NH7,PA-II-SD,7.00,43.565853,-71.49613,708,77,0,08-09-2022 00:01:02,7.4,6.9,0.5,7.0,0,0,0.0,Passed,7.15,100,0,100.0,0,0,0.0,RHZB,100,-0.48
08-09-2022 00:01:04,08-07-2022 09:28:29,151712,NHDES Max,PA-II-SD,7.00,43.289764,-71.56426,370,86,0,08-09-2022 00:01:02,14.0,13.2,0.8,6.0,0,0,0.0,T,,59,0,59.0,0,0,0.0,RHZB,59,
08-09-2022 00:01:04,08-08-2022 23:59:40,151710,NH2,PA-II-SD,7.00,43.132477,-71.458374,230,81,0,08-09-2022 00:01:02,9.5,8.7,0.8,9.0,0,0,0.0,Passed,9.1,74,0,74.0,0,0,0.0,RHZB,74,2.53
08-09-2022 00:01:05,08-08-2022 23:59:33,151706,MChase_ParkPl,PA-II-SD,7.00,43.00408,-71.17704,194,81,0,08-09-2022 00:01:02,9.1,0.0,9.1,200.0,0,0,0.0,ZB,,74,0,74.0,0,0,0.0,RHZB,74,
08-09-2022 00:01:05,08-09-2022 00:00:35,12212,KSC 04,PA-II,7.00,42.93053,-72.27235,476,84,0,08-09-2022 00:01:02,12.4,11.2,1.2,10.0,0,0,0.0,Passed,11.8,100,0,100.0,0,0,0.0,RHZB,100,2.36
08-09-2022 00:01:05,07-27-2022 09:02:30,12178,KSC 15,PA-II,7.00,42.899563,-71.46465,301,85,0,08-09-2022 00:01:02,3.8,3.1,0.7,20.0,0,0,0.0,T,,35,0,35.0,0,0,0.0,RHZB,35,
