time_stamp,Location,name,latitude,longitude,altitude,model,firmware_version,last_seen,humidity,channel a,pm2.5,pm2.5_10minute,pm2.5_60minute,pm2.5_24hour,channel b,pm2.5,pm2.5_10minute,pm2.5_60minute,pm2.5_24hour,A,B,Diff,SD,JumpA,JumpB,JumpSD,Q&A,Uncorrected Average,Corrected Value
07-28-2022 08:59:48,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 08:58:24,61,,10.9,10.4,8.0,6.1,,12.2,11.6,9.0,6.8,10.4,11.6,1.2,0.6,0.2,0.2,0.0,Passed,11.0,4.6
07-28-2022 08:59:49,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 08:58:23,63,,7.0,7.5,7.7,6.8,,7.2,7.6,7.8,6.6,7.5,7.6,0.1,0.05,0.1,0.1,0.0,Passed,7.55,2.36
07-28-2022 08:59:50,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 08:58:48,62,,7.7,8.0,6.8,6.4,,8.7,8.0,6.9,6.2,8.0,8.0,0.0,0.0,0.3,0.5,0.1,Passed,8.0,2.7
07-28-2022 08:59:51,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 08:57:33,54,,14.3,13.2,10.9,9.1,,13.1,12.3,10.1,8.1,13.2,12.3,0.9,0.45,0.3,0.3,0.0,Passed,12.75,6.16
07-28-2022 08:59:52,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 08:57:55,59,,8.3,9.1,8.1,7.2,,0.0,0.0,0.0,0.3,9.1,0.0,9.1,4.55,0.3,0.0,0.15,Passed,4.55,0.81
07-28-2022 08:59:53,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 08:57:58,58,,11.8,11.0,8.6,7.9,,11.0,10.0,7.6,7.2,11.0,10.0,1.0,0.5,0.5,0.5,0.0,Passed,10.5,4.5
07-28-2022 08:59:54,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:00:21,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 08:58:59,62,,8.3,8.2,5.8,4.4,,7.8,8.0,5.5,4.3,8.2,8.0,0.2,0.1,0.0,0.0,0.0,Passed,8.1,2.76
07-28-2022 09:00:21,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 08:59:50,65,,7.5,7.6,6.6,6.0,,7.8,8.2,7.2,6.4,7.6,8.2,0.6,0.3,0.0,0.1,0.05,Passed,7.9,2.43
07-28-2022 09:00:22,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:00:03,None,,7.6,8.1,7.4,6.5,,6.8,7.8,7.4,6.2,8.1,7.8,0.3,0.15,0.1,0.1,0.0,RH,7.95,1.55
07-28-2022 09:00:24,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 08:58:24,61,,10.9,10.4,8.0,6.1,,12.2,11.6,9.0,6.8,10.4,11.6,1.2,0.6,0.0,0.0,0.0,Passed,11.0,4.6
07-28-2022 09:00:28,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:00:23,63,,7.1,7.4,7.7,6.8,,8.1,7.6,7.8,6.6,7.4,7.6,0.2,0.1,0.1,0.0,0.05,Passed,7.5,2.33
07-28-2022 09:00:29,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 08:58:48,62,,7.7,8.0,6.8,6.4,,8.7,8.0,6.9,6.2,8.0,8.0,0.0,0.0,0.0,0.0,0.0,Passed,8.0,2.7
07-28-2022 09:00:30,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 08:59:33,54,,14.2,13.3,11.0,9.1,,13.3,12.4,10.2,8.1,13.3,12.4,0.9,0.45,0.1,0.1,0.0,Passed,12.85,6.22
07-28-2022 09:00:31,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 08:59:55,58,,8.4,9.0,8.1,7.2,,0.0,0.0,0.0,0.3,9.0,0.0,9.0,4.5,0.1,0.0,0.05,Passed,4.5,0.84
07-28-2022 09:00:31,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 08:59:59,57,,12.6,11.1,8.6,7.9,,12.0,10.2,7.7,7.2,11.1,10.2,0.9,0.45,0.1,0.2,0.05,Passed,10.65,4.67
07-28-2022 09:00:32,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:10:26,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:09:00,62,,8.5,8.2,6.0,4.4,,8.5,8.0,5.7,4.3,8.2,8.0,0.2,0.1,0.0,0.0,0.0,Passed,8.1,2.76
07-28-2022 09:10:27,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:09:49,64,,9.5,7.9,6.8,6.0,,8.6,8.6,7.3,6.4,7.9,8.6,0.7,0.35,0.3,0.4,0.05000000000000002,Passed,8.25,2.71
07-28-2022 09:10:27,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:08:03,None,,7.2,7.9,7.4,6.5,,8.0,7.8,7.4,6.2,7.9,7.8,0.1,0.05,0.2,0.0,0.1,RH,7.85,1.49
07-28-2022 09:10:29,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:08:24,61,,10.0,10.4,8.2,6.2,,10.4,11.6,9.2,6.8,10.4,11.6,1.2,0.6,0.0,0.0,0.0,Passed,11.0,4.6
07-28-2022 09:10:30,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:08:23,62,,7.5,7.5,7.7,6.8,,7.6,7.7,7.8,6.6,7.5,7.7,0.2,0.1,0.1,0.1,0.0,Passed,7.6,2.46
07-28-2022 09:10:31,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:08:49,62,,8.2,8.0,6.9,6.4,,8.6,8.1,7.0,6.2,8.0,8.1,0.1,0.05,0.0,0.1,0.05,Passed,8.05,2.73
07-28-2022 09:10:31,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:07:33,55,,14.4,13.4,11.2,9.1,,12.2,12.6,10.3,8.1,13.4,12.6,0.8,0.4,0.1,0.2,0.05,Passed,13.0,6.24
07-28-2022 09:10:32,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:07:55,57,,7.9,8.7,8.1,7.2,,0.0,0.0,0.0,0.3,8.7,0.0,8.7,4.35,0.3,0.0,0.15,Passed,4.35,0.82
07-28-2022 09:10:33,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:09:59,56,,14.3,12.2,9.0,7.9,,12.0,11.0,8.0,7.2,12.2,11.0,1.2,0.6,1.1,0.8,0.15000000000000002,Passed,11.6,5.32
07-28-2022 09:10:34,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:12:20,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:11:02,62,,8.5,8.2,6.0,4.4,,8.6,8.1,5.8,4.3,8.2,8.1,0.1,0.05,0.0,0.1,0.05,Passed,8.15,2.79
07-28-2022 09:12:21,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:09:49,64,,9.5,7.9,6.8,6.0,,8.6,8.6,7.3,6.4,7.9,8.6,0.7,0.35,0.0,0.0,0.0,Passed,8.25,2.71
07-28-2022 09:12:22,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:10:03,None,,7.2,7.9,7.4,6.5,,7.6,7.8,7.4,6.2,7.9,7.8,0.1,0.05,0.0,0.0,0.0,RH,7.85,1.49
07-28-2022 09:12:23,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:10:24,61,,9.4,10.3,8.2,6.2,,13.1,11.8,9.3,6.8,10.3,11.8,1.5,0.75,0.1,0.2,0.05,Passed,11.05,4.63
07-28-2022 09:12:24,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:10:23,62,,7.2,7.4,7.7,6.8,,8.2,7.7,7.8,6.6,7.4,7.7,0.3,0.15,0.1,0.0,0.05,Passed,7.55,2.43
07-28-2022 09:12:25,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:10:48,62,,8.4,8.1,7.0,6.4,,8.2,8.1,7.0,6.2,8.1,8.1,0.0,0.0,0.1,0.0,0.05,Passed,8.1,2.76
07-28-2022 09:12:26,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:11:33,54,,13.1,13.6,11.3,9.1,,13.3,12.7,10.4,8.1,13.6,12.7,0.9,0.45,0.2,0.1,0.05,Passed,13.15,6.4
07-28-2022 09:12:27,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:11:55,55,,8.5,8.7,8.1,7.2,,0.0,0.0,0.0,0.3,8.7,0.0,8.7,4.35,0.0,0.0,0.0,Passed,4.35,0.96
07-28-2022 09:12:28,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:11:59,56,,13.8,12.4,9.1,8.0,,12.3,11.1,8.1,7.2,12.4,11.1,1.3,0.65,0.2,0.1,0.05,Passed,11.75,5.41
07-28-2022 09:12:29,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:17:01,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:15:00,62,,8.7,8.2,6.1,4.4,,9.0,8.1,5.9,4.3,8.2,8.1,0.1,0.05,0.0,0.0,0.0,Passed,8.15,2.79
07-28-2022 09:17:02,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:15:49,64,,9.6,8.3,6.9,6.0,,9.3,8.8,7.4,6.4,8.3,8.8,0.5,0.25,0.4,0.2,0.1,Passed,8.55,2.9
07-28-2022 09:17:03,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:16:03,None,,7.3,7.8,7.4,6.5,,7.9,7.8,7.4,6.2,7.8,7.8,0.0,0.0,0.1,0.0,0.05,RH,7.8,1.46
07-28-2022 09:17:05,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:16:24,61,,11.0,10.5,8.3,6.2,,11.6,11.8,9.4,6.8,10.5,11.8,1.3,0.65,0.2,0.0,0.1,Passed,11.15,4.69
07-28-2022 09:17:06,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:16:23,60,,6.6,7.4,7.6,6.8,,7.5,7.8,7.8,6.6,7.4,7.8,0.4,0.2,0.0,0.1,0.05,Passed,7.6,2.6
07-28-2022 09:17:07,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:14:48,62,,7.7,7.9,7.0,6.4,,7.9,8.1,7.0,6.2,7.9,8.1,0.2,0.1,0.2,0.0,0.1,Passed,8.0,2.7
07-28-2022 09:17:08,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:15:33,55,,16.0,13.7,11.4,9.1,,12.8,12.7,10.5,8.1,13.7,12.7,1.0,0.5,0.1,0.0,0.05,Passed,13.2,6.36
07-28-2022 09:17:09,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:15:55,54,,8.7,8.8,8.1,7.2,,0.0,0.0,0.0,0.3,8.8,0.0,8.8,4.4,0.1,0.0,0.05,Passed,4.4,1.06
07-28-2022 09:17:10,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:15:59,62,,16.4,13.0,9.3,8.0,,14.3,11.6,8.3,7.3,13.0,11.6,1.4,0.7,0.6,0.5,0.04999999999999999,Passed,12.3,5.32
07-28-2022 09:17:11,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:20:00,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:18:59,61,,8.2,8.2,6.2,4.4,,7.9,8.0,5.9,4.3,8.2,8.0,0.2,0.1,0.0,0.1,0.05,Passed,8.1,2.83
07-28-2022 09:20:02,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:17:50,64,,8.1,8.3,6.9,6.0,,9.3,8.8,7.5,6.4,8.3,8.8,0.5,0.25,0.0,0.0,0.0,Passed,8.55,2.9
07-28-2022 09:20:04,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:18:03,None,,8.1,7.9,7.4,6.5,,7.2,7.8,7.4,6.2,7.9,7.8,0.1,0.05,0.1,0.0,0.05,RH,7.85,1.49
07-28-2022 09:20:06,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:18:24,60,,10.7,10.5,8.4,6.2,,11.1,11.8,9.5,6.9,10.5,11.8,1.3,0.65,0.0,0.0,0.0,Passed,11.15,4.76
07-28-2022 09:20:07,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:18:23,59,,8.1,7.5,7.6,6.8,,7.5,7.7,7.8,6.6,7.5,7.7,0.2,0.1,0.1,0.1,0.0,Passed,7.6,2.67
07-28-2022 09:20:08,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:16:48,61,,8.2,8.0,7.0,6.4,,7.4,8.0,7.0,6.2,8.0,8.0,0.0,0.0,0.1,0.1,0.0,Passed,8.0,2.77
07-28-2022 09:20:09,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:17:33,55,,15.6,13.9,11.4,9.1,,13.4,12.8,10.6,8.1,13.9,12.8,1.1,0.55,0.2,0.1,0.05,Passed,13.35,6.45
07-28-2022 09:20:10,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:17:55,55,,8.6,8.8,8.2,7.2,,0.0,0.0,0.0,0.3,8.8,0.0,8.8,4.4,0.0,0.0,0.0,Passed,4.4,0.99
07-28-2022 09:20:12,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:17:59,62,,14.8,13.2,9.4,8.0,,14.0,11.8,8.4,7.3,13.2,11.8,1.4,0.7,0.2,0.2,0.0,Passed,12.5,5.44
07-28-2022 09:20:13,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:21:23,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:18:59,61,,8.2,8.2,6.2,4.4,,7.9,8.0,5.9,4.3,8.2,8.0,0.2,0.1,0.0,0.0,0.0,Passed,8.1,2.83
07-28-2022 09:21:23,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:19:50,64,,9.4,8.4,7.0,6.0,,10.3,9.0,7.5,6.4,8.4,9.0,0.6,0.3,0.1,0.2,0.05,Passed,8.7,2.99
07-28-2022 09:21:24,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:20:03,None,,8.9,8.0,7.4,6.5,,8.6,7.9,7.4,6.2,8.0,7.9,0.1,0.05,0.1,0.1,0.0,RH,7.95,1.55
07-28-2022 09:21:26,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:20:24,60,,11.5,10.6,8.4,6.2,,13.2,11.9,9.5,6.9,10.6,11.9,1.3,0.65,0.1,0.1,0.0,Passed,11.25,4.82
07-28-2022 09:21:27,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:20:23,58,,6.9,7.4,7.6,6.8,,7.7,7.7,7.8,6.6,7.4,7.7,0.3,0.15,0.1,0.0,0.05,Passed,7.55,2.71
07-28-2022 09:21:28,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:20:48,60,,8.0,7.9,7.0,6.4,,7.2,8.0,7.1,6.2,7.9,8.0,0.1,0.05,0.1,0.0,0.05,Passed,7.95,2.81
07-28-2022 09:21:29,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:19:33,54,,15.2,14.1,11.5,9.1,,12.8,12.8,10.6,8.1,14.1,12.8,1.3,0.65,0.2,0.0,0.1,Passed,13.45,6.58
07-28-2022 09:21:30,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:19:55,54,,8.2,8.7,8.2,7.2,,0.0,0.0,0.0,0.3,8.7,0.0,8.7,4.35,0.1,0.0,0.05,Passed,4.35,1.03
07-28-2022 09:21:30,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:19:59,60,,15.8,13.4,9.5,8.0,,15.1,12.2,8.5,7.3,13.4,12.2,1.2,0.6,0.2,0.4,0.1,Passed,12.8,5.77
07-28-2022 09:21:31,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:23:54,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:23:00,61,,8.4,8.3,6.3,4.4,,7.3,7.9,6.0,4.3,8.3,7.9,0.4,0.2,0.1,0.1,0.0,Passed,8.1,2.83
07-28-2022 09:23:55,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:21:49,64,,8.3,8.4,7.0,6.0,,9.0,9.0,7.5,6.4,8.4,9.0,0.6,0.3,0.0,0.0,0.0,Passed,8.7,2.99
07-28-2022 09:23:56,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:22:03,None,,8.9,8.1,7.5,6.5,,8.1,7.9,7.4,6.2,8.1,7.9,0.2,0.1,0.1,0.0,0.05,RH,8.0,1.58
07-28-2022 09:23:57,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:22:24,60,,11.2,10.7,8.5,6.2,,11.5,11.9,9.5,6.9,10.7,11.9,1.2,0.6,0.1,0.0,0.05,Passed,11.3,4.85
07-28-2022 09:23:58,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:22:23,57,,6.5,7.3,7.6,6.8,,7.9,7.8,7.8,6.6,7.3,7.8,0.5,0.25,0.1,0.1,0.0,Passed,7.55,2.78
07-28-2022 09:23:59,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:22:48,60,,7.9,7.9,7.0,6.4,,7.3,7.9,7.1,6.2,7.9,7.9,0.0,0.0,0.0,0.1,0.05,Passed,7.9,2.78
07-28-2022 09:24:00,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:21:33,54,,13.8,14.0,11.5,9.1,,12.8,12.8,10.6,8.2,14.0,12.8,1.2,0.6,0.1,0.0,0.05,Passed,13.4,6.55
07-28-2022 09:24:01,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:21:55,54,,8.7,8.7,8.2,7.2,,0.0,0.0,0.0,0.3,8.7,0.0,8.7,4.35,0.0,0.0,0.0,Passed,4.35,1.03
07-28-2022 09:24:02,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:21:59,59,,14.0,13.5,9.6,8.0,,13.1,12.3,8.6,7.3,13.5,12.3,1.2,0.6,0.1,0.1,0.0,Passed,12.9,5.9
07-28-2022 09:24:03,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:25:31,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:23:00,61,,8.4,8.3,6.3,4.4,,7.3,7.9,6.0,4.3,8.3,7.9,0.4,0.2,0.0,0.0,0.0,Passed,8.1,2.83
07-28-2022 09:25:32,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:23:49,64,,8.7,8.4,7.0,6.0,,9.0,9.0,7.6,6.4,8.4,9.0,0.6,0.3,0.0,0.0,0.0,Passed,8.7,2.99
07-28-2022 09:25:33,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:24:04,None,,9.2,8.2,7.5,6.5,,8.2,7.9,7.5,6.2,8.2,7.9,0.3,0.15,0.1,0.0,0.05,RH,8.05,1.61
07-28-2022 09:25:35,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:20:24,60,,11.5,10.6,8.4,6.2,,13.2,11.9,9.5,6.9,10.6,11.9,1.3,0.65,0.1,0.0,0.05,Passed,11.25,4.82
07-28-2022 09:25:36,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:24:23,56,,7.2,7.3,7.6,6.8,,7.1,7.7,7.8,6.6,7.3,7.7,0.4,0.2,0.0,0.1,0.05,Passed,7.5,2.81
07-28-2022 09:25:36,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:24:48,60,,8.1,7.9,7.1,6.4,,7.7,7.9,7.1,6.2,7.9,7.9,0.0,0.0,0.0,0.0,0.0,Passed,7.9,2.78
07-28-2022 09:25:37,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:23:33,54,,16.3,14.3,11.6,9.1,,13.2,12.8,10.7,8.2,14.3,12.8,1.5,0.75,0.3,0.0,0.15,Passed,13.55,6.65
07-28-2022 09:25:39,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:23:55,54,,8.0,8.7,8.2,7.2,,0.0,0.0,0.0,0.3,8.7,0.0,8.7,4.35,0.0,0.0,0.0,Passed,4.35,1.03
07-28-2022 09:25:40,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:23:59,60,,15.6,13.7,9.7,8.0,,14.6,12.5,8.7,7.3,13.7,12.5,1.2,0.6,0.2,0.2,0.0,Passed,13.1,5.95
07-28-2022 09:25:41,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:26:47,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:24:59,60,,9.1,8.4,6.3,4.4,,7.6,7.9,6.0,4.3,8.4,7.9,0.5,0.25,0.1,0.0,0.05,Passed,8.15,2.93
07-28-2022 09:26:47,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:25:49,64,,9.8,8.6,7.1,6.0,,8.9,9.0,7.6,6.4,8.6,9.0,0.4,0.2,0.2,0.0,0.1,Passed,8.8,3.05
07-28-2022 09:26:48,Dunbarton,NHDES_katerr,43.11861,-71.61618,885,PA-II-SD,7.00,07-28-2022 09:26:03,None,,9.4,8.3,7.5,6.5,,9.2,8.0,7.5,6.3,8.3,8.0,0.3,0.15,0.1,0.1,0.0,RH,8.15,1.67
07-28-2022 09:26:50,Concord,"12 Noyes Street, Concord, NH",43.19211,-71.54146,286,PA-II-SD,7.00,07-28-2022 09:26:24,59,,11.2,10.9,8.6,6.2,,12.1,11.9,9.6,6.9,10.9,11.9,1.0,0.5,0.3,0.0,0.15,Passed,11.4,4.98
07-28-2022 09:26:51,Laconia,NH7,43.565853,-71.49613,708,PA-II-SD,7.00,07-28-2022 09:26:23,56,,7.4,7.3,7.6,6.8,,8.4,7.8,7.8,6.6,7.3,7.8,0.5,0.25,0.0,0.1,0.05,Passed,7.55,2.85
07-28-2022 09:26:52,Concord,NHDES Max,43.289764,-71.56426,370,PA-II-SD,7.00,07-28-2022 09:24:48,60,,8.1,7.9,7.1,6.4,,7.7,7.9,7.1,6.2,7.9,7.9,0.0,0.0,0.0,0.0,0.0,Passed,7.9,2.78
07-28-2022 09:26:52,Suncook,NH2,43.132477,-71.458374,230,PA-II-SD,7.00,07-28-2022 09:25:33,53,,15.0,14.3,11.7,9.1,,13.4,12.9,10.7,8.2,14.3,12.9,1.4,0.7,0.0,0.1,0.05,Passed,13.6,6.75
07-28-2022 09:26:54,Raymond,MChase_ParkPl,43.00408,-71.17704,194,PA-II-SD,7.00,07-28-2022 09:25:55,54,,8.8,8.7,8.2,7.2,,0.0,0.0,0.0,0.3,8.7,0.0,8.7,4.35,0.0,0.0,0.0,Passed,4.35,1.03
07-28-2022 09:26:55,Keene,KSC 04,42.93053,-72.27235,476,PA-II,7.00,07-28-2022 09:25:59,58,,14.1,13.7,9.8,8.0,,14.2,12.7,8.8,7.3,13.7,12.7,1.0,0.5,0.0,0.2,0.1,Passed,13.2,6.15
07-28-2022 09:26:56,Merrimack,KSC 15,42.899563,-71.46465,301,PA-II,7.00,07-27-2022 09:02:30,35,,3.7,3.8,4.4,9.3,,2.6,3.1,3.8,8.7,3.8,3.1,0.7,0.35,0.0,0.0,0.0,Passed,3.45,1.81
07-28-2022 09:29:13,Concord,"12 Noyes Street, Concord, NH",43.192043,-71.54158,291,PA-II-SD,7.00,07-28-2022 09:27:00,60,,8.8,8.4,6.3,4.4,,8.3,7.9,6.0,4.3,8.4,7.9,0.5,0.25,0.0,0.0,0.0,Passed,8.15,2.93
07-28-2022 09:29:14,Bow,Junder22,43.08963,-71.50244,619,PA-II,7.00,07-28-2022 09:27:50,64,,9.5,8.7,7.1,6.0,,10.5,9.1,7.6,6.4,8.7,9.1,0.4,0.2,0.1,0.1,0.0,Passed,8.9,3.11
